epoch,train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1,val_auc,learning_rate
1,0.6441153587460097,0.16268970734864763,0.5527136618839675,0.6058252427184466,0.6335843436674078,0.5961776609882807,0.5713770299578942,0.5961776609882807,0.0003999999999999993
2,0.17089059198130735,0.16114862639348485,0.5874402162611769,0.6844660194174758,0.690217996093645,0.687156427449559,0.6837502916866243,0.6871564274495591,0.0004000002905572217
3,0.1667274381569553,0.15810621768525504,0.5743397795799543,0.6893203883495146,0.6977519379844961,0.6926271595988884,0.6880394948057061,0.6926271595988883,0.0004000011622288576
4,0.16604875197316882,0.1591383415518455,0.6061551258057808,0.6155339805825243,0.6677289724164723,0.6043214630904917,0.5697486508495745,0.6043214630904917,0.00040000261501479777
5,0.17196271388353243,0.16963529714102885,0.5574963609898108,0.5135922330097087,0.5253250423968343,0.5211429261809835,0.4962705689761709,0.5211429261809835,0.0004000046489148687
6,0.17055740624350157,0.16101528643404395,0.5564566437928883,0.6883495145631068,0.6905836814322671,0.6855216261930651,0.6850767948565306,0.6855216261930651,0.0004000072639288258
7,0.17211241831425497,0.15563959592175716,0.5778748180494906,0.6601941747572816,0.7468671679197996,0.6487555877733479,0.6175326025606749,0.6487555877733477,0.0004000104600563482
8,0.16634203904469314,0.14241583040617045,0.6356830941983781,0.7165048543689321,0.7438370705688317,0.7098775220490516,0.7039635574768985,0.7098775220490516,0.0004000142372970507
9,0.15900597163435576,0.15133120081957105,0.6550218340611353,0.6912621359223301,0.7565693976006489,0.6815157967862753,0.663057969583251,0.6815157967862753,0.0004000185956504771
10,0.16268345768460615,0.14103576072211405,0.6739446870451238,0.7504854368932039,0.751753463927377,0.7486747915911562,0.749008921367001,0.7486747915911562,0.00040002353511609835
11,0.15752743886554035,0.15052247762101367,0.6622998544395924,0.6961165048543689,0.7276726036640483,0.7025530083363538,0.6892599550261158,0.7025530083363537,0.0004000290556933177
12,0.15745848167535048,0.1466312667987879,0.6862133499688085,0.7009708737864078,0.7324289546179499,0.6936767548628731,0.6852777777777778,0.6936767548628731,0.00040003515738146547
13,0.1570038383698409,0.14651778050996725,0.6760241214389686,0.7233009708737864,0.7232816242252174,0.7220988884861665,0.7223270609802124,0.7220988884861664,0.0004000418401798045
14,0.1650018403041286,0.16662355253418673,0.668954044499896,0.48349514563106794,0.7412451361867705,0.50187265917603,0.32919066086888393,0.50187265917603,0.0004000491040875246
15,0.1494788983044691,0.13959745515897437,0.6972343522561864,0.7310679611650486,0.7338452622428282,0.7285135012685755,0.7285602973649485,0.7285135012685755,0.0004000569491037463
16,0.14624802699441547,0.1439649180301185,0.7209399043460178,0.7165048543689321,0.7561904761904762,0.7234354234626073,0.7089449399232008,0.7234354234626073,0.0004000653752275207
17,0.15354509919379847,0.13941843214544278,0.6970264088168018,0.7359223300970874,0.7401612802789713,0.7329799444243084,0.7328756674294432,0.7329799444243084,0.0004000743824578261
18,0.14707231620451744,0.1346350652210921,0.719692243709711,0.7271844660194174,0.736450816293041,0.7230465446417784,0.7218225557955156,0.7230465446417784,0.00040008397079357473
19,0.14693414991425982,0.13580705150238517,0.7205240174672489,0.7854368932038835,0.7864315347997931,0.7864715476621964,0.7854366909573861,0.7864715476621964,0.0004000941402336044
20,0.14745902921249177,0.13866343246501625,0.719692243709711,0.7417475728155339,0.7426787186612513,0.7400326205146792,0.7403338375394741,0.7400326205146793,0.00040010489077668167
21,0.15616592413783198,0.1548648333809908,0.7097109586192556,0.7631067961165049,0.7758977361436378,0.7668728101969312,0.7618099863144048,0.7668728101969312,0.00040011622242150727
22,0.1498609958179752,0.13280033998697707,0.7267623206487835,0.7805825242718447,0.7833704748044388,0.7822920442189198,0.7805154934677005,0.7822920442189198,0.00040012813516671075
23,0.14513795119321973,0.13707096029832525,0.7340403410272406,0.7543689320388349,0.7569137912089994,0.7560068563489186,0.7543020013935364,0.7560068563489186,0.00040014062901084883
24,0.15988411685735773,0.14387474615597032,0.6976502391349553,0.7339805825242719,0.7357408317464218,0.7318246345294188,0.732024505391414,0.7318246345294188,0.0004001537039524071
25,0.15481908243698744,0.14160353231777265,0.7182366396340195,0.7485436893203884,0.7483117374444339,0.747806421408723,0.7479733093748789,0.7478064214087229,0.00040016735998980174
26,0.14951375022415908,0.13457679383963056,0.7213557912247869,0.7572815533980582,0.7587264439549681,0.7554443034916032,0.7558084400189663,0.7554443034916032,0.0004001815971213848
27,0.15031659439512884,0.15156884731598272,0.7171969224370971,0.7252427184466019,0.7519929961891029,0.7309298356892594,0.7207252004572025,0.7309298356892595,0.0004001964153454267
28,0.14844677774988954,0.138496390129756,0.7284258681638595,0.7514563106796116,0.7537358177289918,0.749252446538601,0.7495440729483283,0.7492524465386009,0.00040021181466013897
29,0.14866796804270146,0.14130060967889804,0.7186525265127885,0.7368932038834951,0.7442460996535162,0.7397985381176755,0.7361947129311184,0.7397985381176755,0.00040022779506365333
30,0.1461140851864549,0.17623193275581286,0.7253067165730921,0.5757281553398058,0.6693635382955772,0.561053974870122,0.4856702763789523,0.5610539748701221,0.0004002443565540373
31,0.1435950828809504,0.13436768957712117,0.7319609066333957,0.7718446601941747,0.771717777300167,0.7720717047239338,0.7717308376030654,0.7720717047239338,0.00040026149912928376
32,0.14353443586756917,0.14104459323350665,0.7327926803909337,0.7378640776699029,0.7484726238224046,0.7413804820587169,0.7366477272727272,0.7413804820587169,0.000400279222787318
33,0.14248467409659085,0.127582173845143,0.7404865876481597,0.7825242718446602,0.782371794871795,0.7827300048326689,0.782406132465171,0.7827300048326689,0.0004002975275259977
34,0.14286238386418323,0.12953624913414705,0.7392389270118528,0.7718446601941747,0.7774410851558651,0.7742954874954693,0.771517086897135,0.7742954874954693,0.0004003164133431006
35,0.13796897730477314,0.12646523430509474,0.7494281555416926,0.7650485436893204,0.7664037235167891,0.7662347468889694,0.7650450002073742,0.7662347468889694,0.0004003358802363438
36,0.1396378189833503,0.15323309384069397,0.7419421917238511,0.7174757281553398,0.7635197614380964,0.7248738975474205,0.7086772823098209,0.7248738975474205,0.00040035592820337335
37,0.14342559096154564,0.13302356053903264,0.7404865876481597,0.7524271844660194,0.7632660273961962,0.75592757037574,0.7513111437036224,0.75592757037574,0.0004003765572417571
38,0.13742230362674257,0.12938439559589313,0.7427739654813891,0.7815533980582524,0.7879474789674843,0.7841609278724175,0.7811720115461862,0.7841609278724176,0.00040039776734899883
39,0.13714658945990987,0.1288116512946712,0.7461010605115409,0.7669902912621359,0.7676582047301617,0.7655966835810075,0.7659702577735364,0.7655966835810075,0.0004004195585225311
40,0.13843173914960627,0.13345342307414823,0.7467248908296943,0.7504854368932039,0.7660543222340974,0.7547005255527365,0.748608471773891,0.7547005255527365,0.0004004419307597172
41,0.13731022913184773,0.13541303453514877,0.7506758161779996,0.7796116504854369,0.7814465230429473,0.7809970399903348,0.7795948224909245,0.7809970399903345,0.00040046488405784744
42,0.13690744467772176,0.12594748116233973,0.7485963817841547,0.7621359223300971,0.7685760677672722,0.7647887217590914,0.7616810293944045,0.7647887217590915,0.0004004884184141428
43,0.13484066209480255,0.12332332113992821,0.7602412143896861,0.7728155339805826,0.7765387537993921,0.7748014075148,0.7726706809127128,0.7748014075148001,0.00040051253382575487
44,0.13466541400927967,0.12138195392286893,0.7585776668746101,0.7932038834951456,0.7937932179220691,0.7940339192944303,0.7931943317204773,0.7940339192944303,0.0004005372302897624
45,0.13186118307890032,0.13740055856195468,0.7623206487835309,0.7776699029126214,0.781299256710307,0.779626525311103,0.7775388460540897,0.779626525311103,0.0004005625078031764
46,0.13184117759915095,0.12170171219747043,0.7664795175712207,0.7786407766990291,0.7805691721132897,0.7800607104023197,0.7786199095022625,0.7800607104023197,0.0004005883663629386
47,0.12956219748279166,0.11791435309405465,0.7668954044499896,0.7844660194174757,0.791804737358861,0.7872568563489186,0.7839969166707601,0.7872568563489186,0.0004006148059659143
48,0.13558044459807894,0.1320647922534387,0.7569141193595342,0.7407766990291262,0.7597217395472575,0.7454806995288148,0.7381582818476022,0.7454806995288148,0.0004006418266089065
49,0.13321683058671283,0.12609988427856594,0.759825327510917,0.7776699029126214,0.7892679459843639,0.7812046937296122,0.7766676545416844,0.7812046937296122,0.00040066942828864346
50,0.12738041969991865,0.11697014143455375,0.7698066126013724,0.8038834951456311,0.8063232577157222,0.80548130361242,0.8038472561619453,0.8054813036124199,0.00040069761100178236
51,0.12403528460174222,0.10968181962527118,0.7729257641921398,0.8155339805825242,0.8154338817978344,0.8149956203938625,0.8151653217275667,0.8149956203938625,0.00040072637474490927
52,0.12538149317520825,0.1212458073514179,0.7762528592222916,0.7776699029126214,0.781299256710307,0.779626525311103,0.7775388460540897,0.779626525311103,0.00040075571951454607
53,0.12305489915290824,0.11734892248528675,0.7779164067373674,0.7922330097087379,0.8013097072419106,0.7953213724779509,0.7916170336672452,0.7953213724779509,0.0004007856453071366
