epoch,train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1,val_auc,learning_rate
1,0.6402679581321384,0.5969554183552566,0.6762320648783531,0.7174757281553398,0.7297188755020081,0.7213588860698321,0.7157176202340992,0.7213588860698321,0.0003999999999999993
2,0.5950905649050726,0.526264273252302,0.7059679767103348,0.7524271844660194,0.753115696772806,0.7532733780355201,0.7524213503004595,0.7532733780355202,0.0004000002905572217
3,0.5513957309968309,0.5441163652151534,0.7305053025577043,0.7436893203883496,0.7454436671575846,0.741618339978253,0.7418899216329506,0.7416183399782529,0.0004000011622288576
4,0.563559199599125,0.5157744109630584,0.727802037845706,0.7660194174757281,0.7674599186091766,0.7672428114050984,0.766013903617297,0.7672428114050984,0.00040000261501479777
5,0.5419726646920702,0.5481017143980971,0.7456851736327719,0.7407766990291262,0.7531130064828182,0.7362986287302162,0.7349278210606165,0.7362986287302162,0.0004000046489148687
6,0.5313380086935094,0.5410910271903844,0.7562902890413807,0.7631067961165049,0.7845330577134665,0.7577624743264468,0.7558141342536455,0.7577624743264467,0.0004000072639288258
7,0.5212855039973545,0.5015287962353345,0.7569141193595342,0.7631067961165049,0.7698687182382835,0.7598427872417542,0.7598471094123268,0.7598427872417542,0.0004000104600563482
8,0.516350939426781,0.4989512198179671,0.7623206487835309,0.7757281553398059,0.7882213420262423,0.7794037694816962,0.7745959295963984,0.7794037694816962,0.0004000142372970507
9,0.5052645074203224,0.5042108356952667,0.76876689540445,0.7757281553398059,0.7839611164263018,0.7723020115984052,0.7723756906077348,0.7723020115984052,0.0004000185956504771
10,0.4985254097564921,0.4554517465309032,0.7739654813890622,0.8077669902912621,0.8083766174594496,0.8066441645523741,0.807067932067932,0.8066441645523741,0.00040002353511609835
11,0.4877800835619153,0.5234980634693961,0.776876689540445,0.7563106796116504,0.7766949275995688,0.7509929624259997,0.7488954137208604,0.7509929624259998,0.0004000290556933177
12,0.4758381597414213,0.5986132992702781,0.785402370555209,0.7320388349514563,0.7848191288970899,0.7237827715355805,0.714100666173205,0.7237827715355806,0.00040003515738146547
13,0.47295260231691727,0.45177446198694915,0.7881056352672073,0.8019417475728156,0.8033706591712757,0.8031782348677057,0.8019387605053898,0.8031782348677057,0.0004000418401798045
14,0.46103843006083267,0.4389628182915808,0.7910168434185901,0.8029126213592233,0.8077783064668995,0.80038434819379,0.8009991443791229,0.8003843481937901,0.0004000491040875246
15,0.44810897035047453,0.4491941264532145,0.8061967144936577,0.7873786407766991,0.7998350250258648,0.7833944967983568,0.7833180758468385,0.7833944967983568,0.0004000569491037463
16,0.44099426063784297,0.43884787843065354,0.8001663547515075,0.8349514563106796,0.8349048756881011,0.8344395614353026,0.8346216036509808,0.8344395614353026,0.0004000653752275207
17,0.43354734899869307,0.5041358238285027,0.8049490538573508,0.7524271844660194,0.7980188423571779,0.7449521263742902,0.7385867461041811,0.7449521263742903,0.0004000743824578261
18,0.43090676996112487,0.4255506685636576,0.8057808276148888,0.8019417475728156,0.8091954022988506,0.8046846683581008,0.8015459243811769,0.8046846683581007,0.00040008397079357473
19,0.4135398643568118,0.38600303203735536,0.8163859430234977,0.845631067961165,0.8465386516913299,0.8466760299625469,0.8456297583823409,0.8466760299625469,0.0004000941402336044
20,0.41371842197195413,0.3845753504523953,0.8207527552505719,0.841747572815534,0.8431618072002447,0.843002446538601,0.8417462302913306,0.8430024465386009,0.00040010489077668167
21,0.4150465552215394,0.46744454041557404,0.8176336036598045,0.7883495145631068,0.8188165438165438,0.7939433067536548,0.7851341213216156,0.7939433067536547,0.00040011622242150727
22,0.39061453618089087,0.3694290885068838,0.8278228321896444,0.8388349514563107,0.841440283896231,0.8371088558656519,0.8378568041725936,0.8371088558656516,0.00040012813516671075
23,0.40397884398791767,0.3807547817241798,0.8240798502807236,0.8378640776699029,0.8432258752633122,0.8401896822520236,0.8376974762481235,0.8401896822520237,0.00040014062901084883
24,0.3796053703143855,0.42620431676651666,0.8319817009773341,0.7912621359223301,0.833460165205888,0.7845573577383109,0.7815667811850533,0.784557357738311,0.0004001537039524071
25,0.37419356313706637,0.3631613403269388,0.8417550426284051,0.845631067961165,0.8478861250354677,0.8471781744593452,0.8456134595424682,0.8471781744593452,0.00040016735998980174
26,0.3535743619007984,0.4011539580752549,0.843002703264712,0.8213592233009709,0.8418655131983395,0.8258502476742782,0.8198588679015726,0.8258502476742782,0.0004001815971213848
27,0.3560487959904987,0.3101727111825665,0.8446662507797879,0.8737864077669902,0.8736143832306391,0.8736143832306391,0.8736143832306391,0.8736143832306391,0.0004001964153454267
28,0.352175361077313,0.5380072383625993,0.8473695154917862,0.7640776699029126,0.8208877914484793,0.7561163465023559,0.7491830335534959,0.7561163465023559,0.00040021181466013897
29,0.34498128780805043,0.3883701728096286,0.8523601580370139,0.8310679611650486,0.844545751329167,0.8347113990576296,0.8302840909090909,0.8347113990576296,0.00040022779506365333
30,0.3360084729804817,0.33500615271549783,0.8546475358702433,0.8640776699029126,0.872446914502771,0.8613099552978132,0.862509534706331,0.8613099552978131,0.0004002443565540373
31,0.32643945941832836,0.54700184434797,0.8567269702640882,0.7776699029126214,0.83655951960438,0.769798840159478,0.7638700208930032,0.769798840159478,0.00040026149912928376
32,0.3381140367680861,0.3129796623315626,0.851528384279476,0.8737864077669902,0.8768890724424865,0.8721079497402441,0.8730203888098624,0.8721079497402441,0.000400279222787318
33,0.3177050963883887,0.2836028034825927,0.8633811603243917,0.8893203883495145,0.8898674242424243,0.8885956566388789,0.8890153348254795,0.8885956566388789,0.0004002975275259977
34,0.31218265951064006,0.28110793588809596,0.8694115200665419,0.8922330097087379,0.8937395416652503,0.8935566932463452,0.8922320954744644,0.8935566932463453,0.0004003164133431006
35,0.30577043255368497,0.3083524374996574,0.8714909544603868,0.8737864077669902,0.8746415094339623,0.874833877008578,0.8737845042436307,0.8748338770085781,0.0004003358802363438
36,0.3051388000941222,0.2774098420895419,0.8685797463090039,0.874757281553398,0.8789279396472001,0.8728290745439169,0.8738573155067115,0.8728290745439169,0.00040035592820337335
37,0.2994570998472244,0.30507103823921056,0.8744021626117696,0.8728155339805825,0.8731098671087543,0.8721759091458258,0.8725029504894175,0.8721759091458259,0.0004003765572417571
38,0.29768282317599626,0.30900916757369506,0.8781451445206904,0.8718446601941747,0.8814207650273225,0.8689440618581612,0.8702552905609674,0.8689440618581611,0.00040039776734899883
39,0.294983651991767,0.27452424025361977,0.87627365356623,0.8893203883495145,0.8950115562403698,0.8871609580765978,0.8883908203303221,0.8871609580765978,0.0004004195585225311
40,0.28819836177556224,0.25458495355057487,0.8791848617176128,0.8961165048543689,0.902152253429383,0.8939304699770448,0.8952251931075461,0.8939304699770448,0.0004004419307597172
41,0.27356012219771897,0.2658563995715773,0.8877105427323768,0.8883495145631068,0.8946075688524779,0.8860811586323547,0.88735043856771,0.8860811586323548,0.00040046488405784744
42,0.2751337690675896,0.22867702205927626,0.8791848617176128,0.9067961165048544,0.9092319065910615,0.9054495892231484,0.9063384470823592,0.9054495892231484,0.0004004884184141428
43,0.26970535244062205,0.24224509577293998,0.8906217508837596,0.9048543689320389,0.905784515972454,0.9040073396158028,0.9045517126603728,0.9040073396158029,0.00040051253382575487
44,0.27395116387837193,0.27743841965221666,0.8833437305053026,0.8864077669902912,0.886547471836818,0.885930137731062,0.8861707523725053,0.885930137731062,0.0004005372302897624
45,0.2778943456441356,0.3168182483141862,0.8816801829902267,0.8669902912621359,0.8822273592062566,0.8633298598526036,0.8646654038890353,0.8633298598526036,0.0004005625078031764
46,0.26410215226075434,0.3069426374817357,0.8881264296111457,0.8805825242718447,0.8887820848917007,0.8779449075752084,0.8792797376914215,0.8779449075752084,0.0004005883663629386
47,0.26112305706517563,0.2483246711200302,0.8918694115200665,0.8864077669902912,0.890194404931247,0.8883691252869397,0.8863605287898919,0.8883691252869397,0.0004006148059659143
48,0.24605876333774512,0.2545270694329322,0.8970679975046787,0.8980582524271845,0.8991906410319327,0.8992464057025492,0.8980581563372196,0.8992464057025492,0.0004006418266089065
49,0.2507018056622809,0.2568203189202304,0.8927011852776044,0.8844660194174757,0.8855817833832262,0.8856356469735411,0.8844659105155156,0.8856356469735411,0.00040066942828864346
50,0.2569709869539708,0.20812512096560118,0.8908296943231441,0.912621359223301,0.9141717325227964,0.9115697112480368,0.9122826938580854,0.9115697112480367,0.00040069761100178236
51,0.2351538042614752,0.21795904329317867,0.9051777916406737,0.9048543689320389,0.905784515972454,0.9040073396158028,0.9045517126603728,0.9040073396158029,0.00040072637474490927
52,0.24213191751606822,0.28228810147463695,0.9033063006862133,0.883495145631068,0.8834607727807439,0.8839819681043857,0.8834512022630834,0.8839819681043857,0.00040075571951454607
53,0.24482748149759584,0.22099342404059993,0.8989394884591391,0.9106796116504854,0.911566037735849,0.9117773649873142,0.9106782645416465,0.9117773649873142,0.0004007856453071366
54,0.24116591834357634,0.24634459574245712,0.8978997712622167,0.8932038834951457,0.9015470239388952,0.8906193367162015,0.892060697518444,0.8906193367162015,0.0004008161521190604
