epoch,train_loss,val_loss,train_acc,val_acc,val_precision,val_recall,val_f1,val_auc,learning_rate
1,1.732901071257739,0.550279925170454,0.6084425036390102,0.7291262135922331,0.7293997056149946,0.7277168660142563,0.727975191473773,0.7277168660142563,0.001
2,0.6920079888586543,0.6925829647814186,0.5391973383239759,0.5203883495145631,0.7597276264591439,0.5020161290322581,0.3458854624644545,0.5020161290322581,0.001
3,0.6946982122255874,0.6830466898899634,0.5192347681430651,0.4650485436893204,0.45284011596692797,0.4585447625951432,0.4443057322096663,0.45854476259514315,0.001
4,0.7015380777571995,0.6832319194830737,0.5211062590975255,0.5184466019417475,0.25922330097087376,0.5,0.3414322250639386,0.5,0.001
5,0.6991428547451862,0.6924703226506131,0.5260969016427531,0.5184466019417475,0.25922330097087376,0.5,0.3414322250639386,0.5,0.001
6,0.7030698422038102,0.6914698590352697,0.5206903722187565,0.5184466019417475,0.25922330097087376,0.5,0.3414322250639386,0.5,0.001
7,0.7000407372921067,0.6925118926659372,0.520482428779372,0.5184466019417475,0.25922330097087376,0.5,0.3414322250639386,0.5,0.001
8,0.692466971184613,0.6921048961796807,0.519650655021834,0.5184466019417475,0.25922330097087376,0.5,0.3414322250639386,0.5,0.0001
9,0.6916735938493217,0.6907351828315883,0.5271366188396757,0.5320388349514563,0.543452380952381,0.5179148544158512,0.44186872684102596,0.5179148544158512,0.0001
10,0.6898904811644361,0.6901967820611973,0.5396132252027449,0.5262135922330097,0.5262558446229468,0.5132294309532439,0.4506522575455531,0.5132294309532439,0.0001
11,0.6917342553145673,0.6898260519342515,0.5181950509461426,0.5320388349514563,0.545411220043573,0.517627914703395,0.4376404596201247,0.5176279147033949,0.0001
12,0.6830611171432879,0.5789150593350234,0.5612393428987316,0.7281553398058253,0.7317691699364297,0.7301520780476018,0.7279542993408269,0.7301520780476018,0.0001
13,0.6041845704319819,0.5573298472802616,0.6993137866500312,0.7368932038834951,0.7423315814620162,0.7393681285489911,0.7364756485674823,0.7393681285489911,0.0001
14,0.565495009108972,0.5431832007991457,0.7236431690580162,0.7650485436893204,0.7648070482454816,0.7650869880391447,0.7648747872874289,0.7650869880391445,1e-05
15,0.5591956735103486,0.5343264328623281,0.7290496984820128,0.7543689320388349,0.7553255744598926,0.7553612419958922,0.7543687005077769,0.7553612419958923,1e-05
16,0.554250576189239,0.5315522531861241,0.7336244541484717,0.7621359223300971,0.7618449342336453,0.7616323849220732,0.7617206347947361,0.7616323849220733,1e-05
17,0.5515366907574873,0.5307452545582669,0.7400707007693907,0.7582524271844661,0.7579626604698186,0.7581740062824696,0.7580332453093999,0.7581740062824696,1e-05
18,0.5516126124681369,0.5321798677583343,0.7330006238303182,0.7582524271844661,0.7592138195023801,0.7592500302041802,0.7582521993139781,0.7592500302041802,1e-05
19,0.5429518452600918,0.5296849772768113,0.7404865876481597,0.7592233009708738,0.7588951310861423,0.7588951310861423,0.7588951310861423,0.7588951310861424,1e-05
20,0.5359204648549454,0.5238498927320091,0.7506758161779996,0.7650485436893204,0.7653482969801189,0.765660867464057,0.7650166485035201,0.7656608674640571,1e-05
21,0.5386564144475416,0.5160458178774825,0.7406945310875442,0.7776699029126214,0.778806759180591,0.7787657061737345,0.7776696933449838,0.7787657061737345,1e-05
22,0.5326981911368716,0.5220269638936497,0.7500519858598461,0.7679611650485437,0.773507700650345,0.7704066992871814,0.7676280160358097,0.7704066992871813,1e-05
23,0.5311099339185918,0.5209517214483428,0.74235807860262,0.7718446601941747,0.774048924871594,0.7733629334299867,0.7718083095525633,0.7733629334299867,1e-05
24,0.5285644011243165,0.506744290844908,0.7523393636930755,0.7757281553398059,0.776568202318007,0.7766778422133622,0.7757262527441556,0.7766778422133622,1e-05
25,0.5293087479068723,0.5159361025083412,0.7471407777084633,0.7718446601941747,0.7734729672007832,0.7731477286456445,0.7718341218512308,0.7731477286456445,1e-05
26,0.5223473871316947,0.5103228772149503,0.7560823456019963,0.7786407766990291,0.7807684739502921,0.7801324453304337,0.7786107266892669,0.7801324453304336,1e-05
27,0.5205145340051094,0.5077874912220297,0.759825327510917,0.7718446601941747,0.7726809551306002,0.7727890540050744,0.7718427246531454,0.7727890540050741,1e-05
28,0.5147838779808603,0.5002089120809314,0.7644000831773757,0.7699029126213592,0.7698353448633404,0.7701990455479037,0.7698072249846528,0.7701990455479039,1e-05
29,0.5083436319946524,0.4923990988615647,0.7627365356622998,0.7679611650485437,0.7738270425226947,0.7704784342152955,0.7675929151572999,0.7704784342152955,1e-05
30,0.508689750106004,0.4973793163461593,0.7650239134955292,0.7708737864077669,0.7756920309737212,0.7731439531231122,0.770623848778573,0.7731439531231122,1e-05
31,0.4944843598675346,0.49199897357561057,0.7633603659804533,0.7786407766990291,0.7803785312443288,0.7799889754742056,0.7786274221463072,0.7799889754742055,1e-05
32,0.4926120692267193,0.4964722286728979,0.7695986691619879,0.7718446601941747,0.7721968916997597,0.7725021142926181,0.7718186351728306,0.772502114292618,1e-05
33,0.49569652504548134,0.4837163015476708,0.7731337076315242,0.7873786407766991,0.7965592467112997,0.7904962546816479,0.786725488842728,0.790496254681648,1e-05
34,0.4904097543111782,0.47314780539679296,0.7718860469952173,0.7922330097087379,0.7986072870778267,0.7948192279811526,0.7918869720224787,0.7948192279811526,1e-05
35,0.48732043936287794,0.47653458818648625,0.7779164067373674,0.7873786407766991,0.7890466416429471,0.7887028814787966,0.7873688199379554,0.7887028814787967,1e-05
